id,name,category,subcategory,address,lat,lng,phone,operating_hours,status,source_date
158,사랑샘도서관,도서관,공공도서관,경기도 수원시 영통구 창룡대로 255(이의동 1088-13),37.29554841,127.0360962,031-548-5660,평일 09:00~18:00 / 토 00:00~00:00 / 휴관일: 토요일+일요일+공휴일,영업,2026-01-01
159,반달어린이도서관,도서관,어린이도서관,경기도 수원시 권선구 매송고색로 620(고색동 905-11),37.247752,126.972927,031-291-6943,평일 09:00~17:00 / 토 00:00~00:00 / 휴관일: 토요일+일요일+공휴일,영업,2026-01-01
160,한아름도서관,도서관,공공도서관,경기도 수원시 영통구 반달로 45(영통동 1012-5),37.250685,127.077386,031-201-8350,평일 09:00~21:00 / 토 09:00~18:00 / 휴관일: 월요일+공휴일,영업,2026-01-01
161,SK청솔노인복지관,미세먼지쉼터,노인복지관,경기도 수원시 장안구 장안로 174,37.2990115,126.9974825,031-5191-3092,평일 09:00~18:00 / 주말·공휴일 미운영,영업,2025-11-13
162,버드내노인복지관,미세먼지쉼터,노인복지관,경기도 수원시 권선구 권선로564번길 36,37.2610995,127.0120294,031-5191-3092,평일 09:00~18:00 / 주말·공휴일 미운영,영업,2025-11-13
163,팔달노인복지관,미세먼지쉼터,노인복지관,경기도 수원시 팔달구 수원천로 343,37.283989,127.0174094,031-5191-3092,평일 09:00~18:00 / 주말·공휴일 미운영,영업,2025-11-13
164,광교노인복지관,미세먼지쉼터,노인복지관,경기도 수원시 영통구 센트럴타운로 22,37.2895143,127.0570198,031-5191-3092,평일 09:00~18:00 / 주말·공휴일 미운영,영업,2025-11-13
165,북수원도서관,미세먼지쉼터,도서관,경기도 수원시 장안구 만석로 65,37.298886,126.98967,031-5191-4774,평일 07:00~23:00 / 주말·공휴일 07:00~23:00,영업,2025-11-13
166,대추골도서관,미세먼지쉼터,도서관,경기도 수원시 장안구 수일로 164,37.30663,127.00809,031-5191-4819,평일 07:00~23:00 / 주말·공휴일 07:00~21:00,영업,2025-11-13
167,일월도서관,미세먼지쉼터,도서관,경기도 수원시 장안구 일월천로 77,37.28641,126.97686,031-5191-3654,평일 07:00~23:00 / 주말·공휴일 07:00~21:00,영업,2025-11-13
168,호매실도서관,미세먼지쉼터,도서관,경기도 수원시 권선구 칠보로 169,37.26672,126.95806,031-5191-4798,평일 09:00~21:00 / 주말·공휴일 09:00~18:00,영업,2025-11-13
169,서수원도서관,미세먼지쉼터,도서관,경기도 수원시 권선구 탑동로57번길 35,37.27319,126.97131,031-5191-4808,평일 09:00~21:00 / 주말·공휴일 09:00~18:00,영업,2025-11-13
170,한림도서관,미세먼지쉼터,도서관,경기도 수원시 권선구 동수원로25번길 32-52,37.23763,127.02493,031-5191-4861,평일 09:00~21:00 / 주말·공휴일 09:00~18:00,영업,2025-11-13
171,버드내도서관,미세먼지쉼터,도서관,경기도 수원시 권선구 세권로94번길 29,37.25696,127.01494,031-5191-4765,평일 09:00~21:00 / 주말·공휴일 09:00~18:00,영업,2025-11-13
172,창룡도서관,미세먼지쉼터,도서관,경기도 수원시 팔달구 월드컵로381번길 36,37.2908,127.02755,031-5191-4791,평일 07:00~23:00 / 주말·공휴일 07:00~21:00,영업,2025-11-13
173,화서다산도서관,미세먼지쉼터,도서관,경기도 수원시 팔달구 화양로68번길 7-35,37.28544,126.99738,031-5191-3543,평일 07:00~23:00 / 주말·공휴일 07:00~21:00,영업,2025-11-13
174,광교홍재도서관,미세먼지쉼터,도서관,경기도 수원시 영통구 대학로 88,37.3031,127.04741,031-5191-4813,평일 07:00~23:00 / 주말·공휴일 07:00~23:00,영업,2025-11-13
175,태장마루도서관,미세먼지쉼터,도서관,경기도 수원시 영통구 태장로 46,37.23875,127.05108,031-5191-4825,평일 07:00~23:00 / 주말·공휴일 07:00~23:00,영업,2025-11-13
176,광교푸른숲도서관,미세먼지쉼터,도서관,경기도 수원시 영통구 광교호수로 131,37.28081,127.06588,031-5191-3533,평일 07:00~23:00 / 주말·공휴일 07:00~21:00,영업,2025-11-13
177,매여울도서관,미세먼지쉼터,도서관,경기도 수원시 영통구 효원로 415,37.26357,127.04373,031-5191-3565,평일 07:00~23:00 / 주말·공휴일 07:00~21:00,영업,2025-11-13
178,망포글빛도서관,미세먼지쉼터,도서관,경기도 수원시 영통구 동탄지성로 549-15,37.24073,127.04365,031-5191-4292,평일 07:00~23:00 / 주말·공휴일 07:00~21:00,영업,2025-11-13
179,지혜샘어린이도서관,미세먼지쉼터,어린이도서관,경기도 수원시 권선구 동탄원천로 818,37.24789,127.0398,031-5191-4802,평일 09:00~18:00 / 주말·공휴일 09:00~18:00,영업,2025-11-13
180,밤밭노인복지관,미세먼지쉼터,노인복지관,경기도 수원시 장안구 상률로 53,37.3063661,126.9721894,031-5191-3092,평일 09:00~18:00 / 주말·공휴일 미운영,영업,2025-11-13
181,슬기샘어린이도서관,미세먼지쉼터,어린이도서관,경기도 수원시 장안구 송정로 9,37.29765,126.99918,031-5191-4802,평일 09:00~18:00 / 주말·공휴일 09:00~18:00,영업,2025-11-13
182,조원2동행정복지센터,미세먼지쉼터,행정복지센터,경기도 수원시 장안구 송원로 109-50,37.30568,127.00968,031-5191-5742,평일 09:00~18:00 / 주말·공휴일 미운영,영업,2025-11-13
183,기후변화체험교육관,미세먼지쉼터,체험교육시설,경기도 수원시 권선구 호매실로 46-38,37.2579,126.96864,031-5191-2865,평일 10:00~17:00 / 주말·공휴일 10:00~17:00,영업,2025-11-13
184,바른샘어린이도서관,미세먼지쉼터,어린이도서관,경기도 수원시 영통구 매봉로 10,37.26892,127.05239,031-5191-4802,평일 09:00~18:00 / 주말·공휴일 09:00~18:00,영업,2025-11-13
185,광교2동행정복지센터,미세먼지쉼터,행정복지센터,경기도 수원시 영통구 법조로149번길 155,37.29229,127.07008,031-5191-8468,평일 09:00~18:00 / 주말·공휴일 미운영,영업,2025-11-13
186,파송,경로당,경로당,경기도 수원시 장안구 파장로22번길 30,37.30558414,126.9990282,031-256-1688,,영업,2025-11-21
187,파장,경로당,경로당,경기도 수원시 장안구 파장천로 51,37.30998862,126.9963298,031-247-6098,,영업,2025-11-21
188,이목,경로당,경로당,경기도 수원시 장안구 장안로398번길 13,37.31572845,126.984646,031-245-8680,,영업,2025-11-21
189,세일,경로당,경로당,경기도 수원시 장안구 이목로74번길 42,37.31001201,126.990727,031-255-3014,,영업,2025-11-21
190,화남2차(아),경로당,경로당,경기도 수원시 장안구 파장천로44번길 33,37.30913295,126.9980041,031-248-0396,,영업,2025-11-21
191,삼익(아),경로당,경로당,경기도 수원시 장안구 경수대로 1102,37.31084579,126.9927543,031-257-6713,,영업,2025-11-21
192,이화,경로당,경로당,경기도 수원시 장안구 장안로478번길 55,37.32070655,126.9750296,031-258-2175,,영업,2025-11-21
193,일림,경로당,경로당,경기도 수원시 장안구 수일로104번길 20,37.30864072,127.001409,031-253-3515,,영업,2025-11-21
194,현대(아),경로당,경로당,경기도 수원시 장안구 파장천로44번길 87,37.30787161,127.0004617,,,영업,2025-11-21
195,노송,경로당,경로당,경기도 수원시 장안구 경수대로1073번길 11,37.30840292,126.9947985,031-242-2466,,영업,2025-11-21
196,장안힐스테이트(아),경로당,경로당,경기도 수원시 장안구 장안로359번길 20,37.31365694,126.9844123,031-269-0906,,영업,2025-11-21
197,북수원아이파크(아),경로당,경로당,경기도 수원시 장안구 경수대로 1110-15,37.31137271,126.9912942,031-241-0849,,영업,2025-11-21
198,STX칸(아),경로당,경로당,경기도 수원시 장안구 장안로 395,37.31439734,126.9832608,031-269-6669,,영업,2025-11-21
199,포레나 북수원(아),경로당,경로당,경기도 수원시 장안구 경수대로 1110-39,37.3135567433,126.9945229555,031-269-0654,,영업,2025-11-21
200,상율전,경로당,경로당,경기도 수원시 장안구 서부로2181번길 68-8,37.30387247,126.9697736,031-207-7052,,영업,2025-11-21
201,천록(아),경로당,경로당,경기도 수원시 장안구 화산로203번길 27,37.29814264,126.9741593,031-296-0485,,영업,2025-11-21
202,새밤밭,경로당,경로당,경기도 수원시 장안구 서부로 2193,37.30415454,126.9725884,031-207-9455,,영업,2025-11-21
203,밤밭,경로당,경로당,경기도 수원시 장안구 율전로85번길 17-4,37.29754961,126.9673424,031-292-3539,,영업,2025-11-21
204,율전,경로당,경로당,경기도 수원시 장안구 서부로2106번길 26-16,37.2967855,126.9717946,031-297-6667,,영업,2025-11-21
205,신일(아),경로당,경로당,경기도 수원시 장안구 화산로 263,37.29936616,126.9675682,031-306-1888,,영업,2025-11-21
206,화남(아),경로당,경로당,경기도 수원시 장안구 화산로285번길 12,37.30028647,126.9644078,031-293-9945,,영업,2025-11-21
207,삼성1단지(아),경로당,경로당,경기도 수원시 장안구 서부로 2065,37.29109887,126.9692623,031-296-5633,,영업,2025-11-21
208,삼성2단지(아),경로당,경로당,경기도 수원시 장안구 서부로 2067,37.29342323,126.9687198,031-294-2696,,영업,2025-11-21
209,늘푸른벽산(아),경로당,경로당,경기도 수원시 장안구 율전로101번길 40,37.29894416,126.966767,031-297-8662,,영업,2025-11-21
210,천천삼성래미안(아),경로당,경로당,경기도 수원시 장안구 화산로187번길 19,37.29798241,126.9757409,031-309-9978,,영업,2025-11-21
211,밤꽃마을 주공2단지(아),경로당,경로당,경기도 수원시 장안구 상률로12번길 28,37.30692204,126.9668134,031-302-6595,,영업,2025-11-21
212,율전 이안(아),경로당,경로당,경기도 수원시 장안구 율전로 73,37.29632699,126.9670361,031-892-6231,,영업,2025-11-21
213,밤꽃마을 뜨란채(아),경로당,경로당,경기도 수원시 장안구 상률로 32,37.30672105,126.9689094,031-309-2152,,영업,2025-11-21
214,율전 벽산블루밍(아),경로당,경로당,경기도 수원시 장안구 덕영대로407번길 63-27,37.30489189,126.9657891,031-892-4020,,영업,2025-11-21
215,화서역푸르지오더에듀포레(아),경로당,경로당,경기도 수원시 장안구 화산로 85,37.29115659,126.9805545,031-296-0016,,영업,2025-11-21
216,점터,경로당,경로당,경기도 수원시 장안구 정자천로13번길 19-6,37.28975625,126.9782483,070-8180-9474,,영업,2025-11-21
217,서희스타힐스 3단지(아),경로당,경로당,경기도 수원시 장안구 덕영대로407번길 83,37.30464466,126.9667826,031-269-2966,,영업,2025-11-21
218,수원성균관대역동문디이스트(아),경로당,경로당,경기도 수원시 장안구 율전로101번길 73,37.29721768,126.9654807,031-278-7133,,영업,2025-11-21
219,동신1단지(아),경로당,경로당,경기도 수원시 장안구 장안로 232,37.30437487,126.9934743,031-256-5202,,영업,2025-11-21
220,동신2단지(아),경로당,경로당,경기도 수원시 장안구 장안로 211,37.30148663,126.9941413,031-256-3212,,영업,2025-11-21
221,정자1동,경로당,경로당,경기도 수원시 장안구 정자로130번길 20,37.30221323,126.9912924,031-307-0888,,영업,2025-11-21
222,동신3단지(아),경로당,경로당,경기도 수원시 장안구 장안로 199,37.30064493,126.9951679,031-242-9649,,영업,2025-11-21
223,남서울그린맨션(아),경로당,경로당,경기도 수원시 장안구 만석로159번길 77,37.30485243,126.9956561,031-256-6999,,영업,2025-11-21
224,미도(아),경로당,경로당,경기도 수원시 장안구 대평로162번길 50,37.30260679,126.992329,031-244-9565,,영업,2025-11-21
225,경남아너스빌(아),경로당,경로당,경기도 수원시 장안구 만석로159번길 31,37.30163317,126.9974207,031-244-0201,,영업,2025-11-21
226,벽산블루밍(아),경로당,경로당,경기도 수원시 장안구 파장로 53,37.30541345,126.994493,031-893-6654,,영업,2025-11-21
227,동남(아),경로당,경로당,경기도 수원시 장안구 정자로 158,37.30479176,126.993191,031-246-4484,,영업,2025-11-21
228,SK스카이뷰(아),경로당,경로당,경기도 수원시 장안구 이목로 24,37.30939322,126.9835623,031-269-3993,,영업,2025-11-21
229,현대(아),경로당,경로당,경기도 수원시 장안구 정자천로188번길 71-21,37.29415927,126.998696,031-251-1464,,영업,2025-11-21
230,정자2동,경로당,경로당,경기도 수원시 장안구 송정로60번길 10-23,37.29552882,127.0025689,031-247-7975,,영업,2025-11-21
231,장안(아),경로당,경로당,경기도 수원시 장안구 덕영대로639번길 70,37.29092818,126.9900448,031-269-1115,,영업,2025-11-21
232,우방센트럴파크(아),경로당,경로당,경기도 수원시 장안구 수성로245번길 21,37.28974896,126.9987696,031-269-9393,,영업,2025-11-21
233,꽃뫼노을마을 신안(아),경로당,경로당,경기도 수원시 장안구 대평로51번길 22,37.29307795,126.9937481,031-269-5331,,영업,2025-11-21
234,두견마을 현대-벽산(아),경로당,경로당,경기도 수원시 장안구 정자천로188번길 64,37.29318573,126.9962361,031-269-2296,,영업,2025-11-21
235,기로,경로당,경로당,경기도 수원시 장안구 수성로245번길 68,37.29228275,126.9975454,031-253-8849,,영업,2025-11-21
236,두견마을 벽산3차(아),경로당,경로당,경기도 수원시 장안구 정자천로188번길 28,37.29497112,126.9955839,031-268-1400,,영업,2025-11-21
237,꽃뫼노을마을 대동(아),경로당,경로당,경기도 수원시 장안구 대평로39번길 8,37.29202376,126.9941873,031-308-3089,,영업,2025-11-21
238,화서역파크뷰,경로당,경로당,경기도 수원시 장안구 대평로51번길 56,37.29224942,126.9917689,031-268-0009,,영업,2025-11-21
239,꽃뫼노을마을 한마루(아),경로당,경로당,경기도 수원시 장안구 덕영대로639번길 63,37.29108457,126.9887069,031-268-1994,,영업,2025-11-21
240,기산(아),경로당,경로당,경기도 수원시 장안구 송정로76번길 45,37.29434683,127.0072298,031-243-1137,,영업,2025-11-21
241,정자동 신미주(아),경로당,경로당,경기도 수원시 장안구 수성로275번길 133,37.29515445,126.9981067,031-247-0548,,영업,2025-11-21
242,눈e부신(아),경로당,경로당,경기도 수원시 장안구 영화로71번길 3,37.29254624,127.0065217,031-252-4567,,영업,2025-11-21
243,수원정자금강에스쁘아(아),경로당,경로당,경기도 수원시 장안구 영화로71번길 24,37.29256937,127.0051331,031-244-1360,,영업,2025-11-21
244,화서역파크푸르지오시니어룸,경로당,경로당,"경기도 수원시 장안구 대평로 27 (정자동, 화서역 파크푸르지오)",37.28997234,126.9945886,,,영업,2025-11-21
245,백설마을 현대코오롱(아),경로당,경로당,경기도 수원시 장안구 만석로68번길 10,37.29674446,126.9889194,031-269-4373,,영업,2025-11-21
246,연꽃마을 풍림(아),경로당,경로당,경기도 수원시 장안구 정자천로189번길 47,37.29842976,126.9923568,031-269-0615,,영업,2025-11-21
247,동양고속 성지(아),경로당,경로당,경기도 수원시 장안구 정자천로133번길 26,37.29513422,126.9911147,031-269-0119,,영업,2025-11-21
248,삼환나우빌(아),경로당,경로당,경기도 수원시 장안구 천천로22번길 34,37.29423783,126.9895157,031-269-7193,,영업,2025-11-21
249,연꽃마을 벽산(아),경로당,경로당,경기도 수원시 장안구 정자천로189번길 40,37.29814023,126.9952981,031-268-0498,,영업,2025-11-21
250,비단마을 영풍(아),경로당,경로당,경기도 수원시 장안구 덕영대로535번길 67,37.29807923,126.9832693,031-304-7889,,영업,2025-11-21
251,청솔마을 한라비발디(아),경로당,경로당,경기도 수원시 장안구 만석로20번길 28,37.29385892,126.9844114,031-308-2216,,영업,2025-11-21
252,백설마을 주공2단지(아),경로당,경로당,경기도 수원시 장안구 대평로89번길 10,37.29621805,126.9919837,031-305-9919,,영업,2025-11-21
253,백설에듀빌 경로당,경로당,경로당,경기도 수원시 장안구 대평로89번길 32,37.29584767,126.9911508,031-268-7217,,영업,2025-11-21
254,대월마을 대림진흥(아),경로당,경로당,경기도 수원시 장안구 천천로74번길 92,37.30062444,126.9882053,031-304-6362,,영업,2025-11-21
255,비단마을 베스트타운(아),경로당,경로당,경기도 수원시 장안구 정자로42번길 52,37.29877142,126.981574,031-268-6986,,영업,2025-11-21
256,청솔마을 SK한화(아),경로당,경로당,경기도 수원시 장안구 만석로20번길 25,37.2953338,126.9848683,031-306-0525,,영업,2025-11-21
257,비단마을현대 성우우방(아),경로당,경로당,경기도 수원시 장안구 만석로 29,37.29618273,126.9853546,031-268-2633,,영업,2025-11-21
258,북수원리버파크,경로당,경로당,경기도 수원시 장안구 천천로74번길 35,37.3000162,126.986172,031-306-9082,,영업,2025-11-21
259,화서역 위너스파크(아),경로당,경로당,경기도 수원시 장안구 천천로21번길 33,37.2929151,126.9859701,031-308-9220,,영업,2025-11-21
260,일성(아),경로당,경로당,경기도 수원시 장안구 정자로19번길 18,37.30069288,126.9794101,031-271-0024,,영업,2025-11-21
261,비단마을 신명(아),경로당,경로당,경기도 수원시 장안구 정자로41번길 12,37.30115977,126.9819739,031-305-5034,,영업,2025-11-21
262,삼호 진덕(아),경로당,경로당,경기도 수원시 장안구 하률로46번길 22,37.30267863,126.9776435,031-271-0388,,영업,2025-11-21
263,신안 한일(아),경로당,경로당,경기도 수원시 장안구 하률로30번길 22,37.30262712,126.9751045,031-271-3348,,영업,2025-11-21
264,현대(아),경로당,경로당,경기도 수원시 장안구 하률로46번길 17,37.30269384,126.9785128,031-271-1989,,영업,2025-11-21
265,동부,경로당,경로당,경기도 수원시 장안구 수원천로 445,37.29207948,127.0217638,031-256-8626,,영업,2025-11-21
266,영화서부,경로당,경로당,경기도 수원시 장안구 영화로38번길 4,37.29032348,127.0089837,031-254-6955,,영업,2025-11-21
267,영화,경로당,경로당,경기도 수원시 장안구 팔달로291번길 21-20,37.29117224,127.0146298,031-245-0250,,영업,2025-11-21
268,동성영화타운(아),경로당,경로당,경기도 수원시 장안구 정조로 941,37.29128283,127.0119111,031-243-7882,,영업,2025-11-21
269,영화동 벽산(아),경로당,경로당,경기도 수원시 장안구 수성로402번길 45-2,37.29328846,127.0176053,031-253-0477,,영업,2025-11-21
270,화성,경로당,경로당,경기도 수원시 장안구 영화로7번길 22,37.2876564,127.0091182,031-256-8686,,영업,2025-11-21
271,태영(아),경로당,경로당,경기도 수원시 장안구 영화로25번길 22,37.28904192,127.0080099,031-241-2566,,영업,2025-11-21
272,화홍,경로당,경로당,경기도 수원시 장안구 수원천로 407,37.28970665,127.0188067,,,영업,2025-11-21
273,서문,경로당,경로당,경기도 수원시 장안구 수성로262번길 77,37.28766927,127.0046761,031-248-9633,,영업,2025-11-21
274,만석공원,경로당,경로당,경기도 수원시 장안구 정조로1088번길 6-6,37.30222909,127.0033486,031-254-9406,,영업,2025-11-21
275,솔대,경로당,경로당,경기도 수원시 장안구 수일로118번길 23,37.30782616,127.0027615,031-245-6007,,영업,2025-11-21
276,동진(아),경로당,경로당,경기도 수원시 장안구 정조로1060번길 5,37.30124692,127.0045957,031-248-1327,,영업,2025-11-21
277,로얄팰리스(아),경로당,경로당,경기도 수원시 장안구 송정로 83,37.29610342,127.0082943,031-888-7004,,영업,2025-11-21
278,안심마을,경로당,경로당,경기도 수원시 장안구 정조로1041번길 12-3,37.29859665,127.0057188,031-247-5995,,영업,2025-11-21
279,수원아너스빌위즈(아),경로당,경로당,경기도 수원시 장안구 송원로 20,37.29709458,127.006568,031-242-3203,,영업,2025-11-21
280,조원,경로당,경로당,경기도 수원시 장안구 조원로111번길 33-23,37.30016105,127.014133,031-256-9671,,영업,2025-11-21
281,송원,경로당,경로당,경기도 수원시 장안구 송정로138번길 7-9,37.29665889,127.0126295,031-245-9793,,영업,2025-11-21
282,금당골,경로당,경로당,경기도 수원시 장안구 조원로58번길 39,37.30009731,127.0200182,031-247-5917,,영업,2025-11-21
283,조원동 벽산(아),경로당,경로당,경기도 수원시 장안구 조원로 16,37.2969402,127.0213735,031-246-3506,,영업,2025-11-21
284,보훈복지타운 제1,경로당,경로당,경기도 수원시 장안구 수일로336번길 9,37.29954075,127.022941,031-244-0577,,영업,2025-11-21
285,보훈복지타운 제2,경로당,경로당,경기도 수원시 장안구 수일로336번길 9,37.29954075,127.022941,031-244-0577,,영업,2025-11-21
286,보훈복지타운 제3,경로당,경로당,경기도 수원시 장안구 수일로336번길 9,37.29954075,127.022941,031-244-0577,,영업,2025-11-21
287,보훈복지타운 제4,경로당,경로당,경기도 수원시 장안구 수일로336번길 9,37.29954075,127.022941,031-244-0577,,영업,2025-11-21
288,보훈복지타운 제5,경로당,경로당,경기도 수원시 장안구 수일로336번길 9,37.29954075,127.022941,031-244-0577,,영업,2025-11-21
289,보훈복지타운 제7,경로당,경로당,경기도 수원시 장안구 수일로336번길 9,37.29954075,127.022941,031-244-0577,,영업,2025-11-21
290,조원주공뉴타운 2단지(아),경로당,경로당,경기도 수원시 장안구 금당로39번길 34,37.30439047,127.0178064,031-258-9226,,영업,2025-11-21
291,조원주공뉴타운 1단지(아),경로당,경로당,경기도 수원시 장안구 금당로39번길 33,37.30451968,127.0151755,031-268-8866,,영업,2025-11-21
292,더샵광교산퍼스트파크,경로당,경로당,"경기도 수원시 장안구 송정로 190 (조원동, 더샵광교산퍼스트파크)",37.29827115,127.0176217,031-895-4146,,영업,2025-11-21
293,한일타운(아) 제1,경로당,경로당,경기도 수원시 장안구 경수대로976번길 22,37.30632759,127.0047182,031-256-9985,,영업,2025-11-21
294,한일타운(아) 제2,경로당,경로당,경기도 수원시 장안구 경수대로976번길 22,37.30632759,127.0047182,031-247-5678,,영업,2025-11-21
295,스위첸(아),경로당,경로당,경기도 수원시 장안구 송원로 131-28,37.30677156,127.0119328,031-252-2223,,영업,2025-11-21
296,광교산 임광그대가(아),경로당,경로당,경기도 수원시 장안구 수일로 205,37.3069599,127.0133862,031-258-4812,,영업,2025-11-21
297,동문밖,경로당,경로당,경기도 수원시 장안구 경수대로754번길 59,37.29318475,127.0239151,031-248-2866,,영업,2025-11-21
298,장수,경로당,경로당,경기도 수원시 장안구 월드컵로418번길 31,37.29437818,127.0274999,031-251-6274,,영업,2025-11-21
299,창훈대,경로당,경로당,경기도 수원시 장안구 창훈로39번길 4,37.29615042,127.0301409,031-244-5825,,영업,2025-11-21
300,창용,경로당,경로당,경기도 수원시 장안구 창훈로29번길 74,37.29644214,127.0269572,031-244-8999,,영업,2025-11-21
301,상광교,경로당,경로당,경기도 수원시 장안구 광교산로 541,37.33021416,127.0147736,031-244-1322,,영업,2025-11-21
302,수성,경로당,경로당,경기도 수원시 장안구 연무로20번길 15,37.29463983,127.0290872,031-257-5314,,영업,2025-11-21
303,연무,경로당,경로당,경기도 수원시 장안구 경수대로 757,37.29056091,127.0215333,031-241-1020,,영업,2025-11-21
304,신미주(아),경로당,경로당,경기도 수원시 장안구 광교산로 148,37.30035216,127.031454,031-241-1611,,영업,2025-11-21
305,성원(아),경로당,경로당,경기도 수원시 장안구 창훈로60번길 31,37.29850628,127.0294033,031-242-9221,,영업,2025-11-21
306,하광교,경로당,경로당,경기도 수원시 장안구 광교산로 365,37.31556132,127.0189921,031-255-8199,,영업,2025-11-21
307,목화(아),경로당,경로당,경기도 수원시 장안구 창훈로 57-11,37.29679624,127.0299732,031-251-2255,,영업,2025-11-21
308,유천,경로당,경로당,경기도 수원시 장안구 연무로56번길 46-4,37.2973517,127.0270853,031-225-3826,,영업,2025-11-21
309,서광교파크스위첸(아),경로당,경로당,"경기도 수원시 장안구 창훈로 30 (연무동, 서광교 파크 스위첸)",37.29481651,127.0315081,,,영업,2025-11-21
310,분회,경로당,경로당,경기도 수원시 권선구 세류로38번길 13-8,37.26261399,127.0088246,031-238-0331,,영업,2025-11-21
311,공신,경로당,경로당,경기도 수원시 권선구 세류로11번길 6-1,37.26230389,127.0049322,031-233-1033,,영업,2025-11-21
312,가는골,경로당,경로당,경기도 수원시 권선구 덕영대로997번길 61,37.25855985,127.0072544,031-239-3911,,영업,2025-11-21
313,수원역해모로(아),경로당,경로당,경기도 수원시 권선구 세류로 60,37.26534933,127.0103984,031-232-0800,,영업,2025-11-21
314,센트럴타운2단지(아),경로당,경로당,경기도 수원시 권선구 세류로 39,37.26344555,127.0061293,031-221-1063,,영업,2025-11-21
315,센트럴어반시티,경로당,경로당,경기도 수원시 권선구 세권로 1,37.26140457,127.0046716,031-237-7289,,영업,2025-11-21
316,삼거리,경로당,경로당,경기도 수원시 권선구 세지로5번길 56-10,37.25429863,127.0126886,031-236-9717,,영업,2025-11-21
317,새터,경로당,경로당,경기도 수원시 권선구 새터로29번길 19-1,37.25280344,127.0073072,031-232-7362,,영업,2025-11-21
318,신곡,경로당,경로당,경기도 수원시 권선구 경수대로191번길 14-4,37.244559,127.0166906,031-223-7832,,영업,2025-11-21
319,미영(아),경로당,경로당,경기도 수원시 권선구 정조로 432,37.24746931,127.014534,031-233-9468,,영업,2025-11-21
320,버드내,경로당,경로당,경기도 수원시 권선구 수원천로 24,37.2573512,127.0096086,031-235-4279,,영업,2025-11-21
321,세리,경로당,경로당,경기도 수원시 권선구 경수대로235번길 68-4,37.24951633,127.0143128,031-236-9864,,영업,2025-11-21
322,문화,경로당,경로당,경기도 수원시 권선구 세지로12번길 45,37.25265697,127.0173061,031-224-8878,,영업,2025-11-21
323,한주(아),경로당,경로당,경기도 수원시 권선구 정조로514번길 32,37.25490602,127.012718,031-233-1828,,영업,2025-11-21
324,현대,경로당,경로당,경기도 수원시 권선구 정조로485번길 13-1 (세류동),37.2522587,127.0106913,031-239-7559,,영업,2025-11-21
325,세정,경로당,경로당,경기도 수원시 권선구 정조로413번길 38,37.24757007,127.0127872,031-233-3558,,영업,2025-11-21
326,데시앙,경로당,경로당,경기도 수원시 권선구 세권로36번길 17,37.25843787,127.0083132,031-238-0146,,영업,2025-11-21
327,분회,경로당,경로당,경기도 수원시 권선구 정조로588번길 18-9,37.26067367,127.0144497,031-238-6970,,영업,2025-11-21
328,신성,경로당,경로당,경기도 수원시 권선구 세권로 89-10,37.25855017,127.0144981,031-221-1848,,영업,2025-11-21
329,현대(아),경로당,경로당,경기도 수원시 권선구 세지로 97,37.26054076,127.0178016,031-235-7432,,영업,2025-11-21
330,성원(아),경로당,경로당,경기도 수원시 권선구 정조로 618,37.26348106,127.0157307,031-237-2070,,영업,2025-11-21
331,삼익(아),경로당,경로당,경기도 수원시 권선구 세지로 99,37.26095392,127.0175577,031-223-1933,,영업,2025-11-21
332,유천,경로당,경로당,경기도 수원시 권선구 권선로544번길 20,37.2622277,127.0105386,031-225-3826,,영업,2025-11-21
333,세권,경로당,경로당,경기도 수원시 권선구 세지로42번길 31-10,37.2558356,127.0184213,031-239-3822,,영업,2025-11-21
334,녹턴(아),경로당,경로당,경기도 수원시 권선구 세지로 35,37.25509104,127.0154231,031-267-3655,,영업,2025-11-21
335,권선어울림(아),경로당,경로당,경기도 수원시 권선구 세권로43번길 26-6,37.25974839,127.0100342,031-225-7088,,영업,2025-11-21
336,행복,경로당,경로당,경기도 수원시 권선구 세권로94번길 36-17,37.25644355,127.0136357,031-233-1231,,영업,2025-11-21
337,평동,경로당,경로당,경기도 수원시 권선구 평동로68번길 38,37.2563309363,126.9943208348,031-294-3795,,영업,2025-11-21
338,고색2동   (작은마을),경로당,경로당,경기도 수원시 권선구 고색로78번길 5,37.25091644,126.9854559,031-291-5405,,영업,2025-11-21
339,고색1동  (고색큰말),경로당,경로당,경기도 수원시 권선구 고산로27번길 23,37.24862185,126.980511,031-291-8208,,영업,2025-11-21
340,오목천,경로당,경로당,경기도 수원시 권선구 삼천병마로1566번길 44,37.24232328,126.9654968,031-292-4351,,영업,2025-11-21
341,태산1차(아),경로당,경로당,경기도 수원시 권선구 매송고색로673번길 11,37.25049935,126.9774586,031-297-4214,,영업,2025-11-21
342,태산2차(아),경로당,경로당,경기도 수원시 권선구 매송고색로691번길 9,37.25144805,126.9799129,031-294-9059,,영업,2025-11-21
343,대한(아),경로당,경로당,경기도 수원시 권선구 서부로 1534,37.24646685,126.9786224,031-291-6055,,영업,2025-11-21
344,연합대원(아),경로당,경로당,경기도 수원시 권선구 고산로6번길 45,37.24839865,126.9847255,031-291-6838,,영업,2025-11-21
345,온정마을,경로당,경로당,경기도 수원시 권선구 온정로30번길 53,37.25131784,126.9651224,031-293-1375,,영업,2025-11-21
